city,state,shape,duration,date_time,lon,lat
Clifton,NJ,sphere,10 minutes,1998-06-06T16:15:00,-74.14776656441717,40.86283220858896
Vero Beach,FL,light,1 MIN,1998-06-06T22:00:00,-80.43302384823848,27.65600487804878
Los Angeles,CA,triangle,30 Secs,1998-06-07T14:00:00,-118.27993506711412,34.05070709047974
Phoenix,AZ,fireball,2 seconds,1998-06-07T21:05:00,-112.04946,33.535380550607286
Chesterfield,MO,fireball,5 minutes,1998-06-07T23:06:00,-90.53669080213903,38.64969614973262
McLean,VA,other,unknown,1970-07-07T01:00:00,-77.21196832504145,38.9474631840796
Talladega,AL,disk,5 minutes,1971-04-05T19:00:00,-86.1034,33.3782
Worcester,MA,unknown,30 sec,1999-02-15T19:15:00,-71.80715499153976,42.26863925549915
Ravenna,OH,sphere,5 seconds,1999-02-15T23:10:00,-81.1675,41.1601
Roseville,CA,unknown,10 minutes,1999-02-17T20:50:00,-121.3107662202381,38.76717395833333
Racine,WI,fireball,10 secs,1999-02-17T20:20:00,-87.82800069686411,42.7296724738676
Seattle,WA,unknown,5-10 seconds,1999-02-18T16:30:00,-122.3260283459596,47.60904638888889
La Crosse,WI,teardrop,?????,1999-02-19T00:13:00,-91.24447831858406,43.81477743362832
Colorado Springs,CO,formation,one second,1999-02-18T23:27:00,-104.78039776536312,38.86147829823808
Lee Vining,CA,rectangle,15 mins.,1999-02-17T20:45:00,-118.8256,38.035
Sarasota,FL,other,5 minutes,1999-02-19T18:30:00,-82.49044025679758,27.31073444108761
Sedona,AZ,other,45 min.,1999-02-19T19:30:00,-111.89417096774194,34.904693548387094
Richmond,VA,disk,30 seconds,1999-02-19T19:30:00,-77.50798002261591,37.55860753863551
Tarzana,CA,triangle,few minutes,1997-12-16T02:30:00,-118.547728,34.15566
Mount Airy,NC,light,1 hour,1998-06-01T21:30:00,-80.6191,36.4617
Garfield,NJ,unknown,3 seconds,1998-07-01T10:30:00,-74.1105,40.8775
Port Orange,FL,triangle,15 SEC,1998-11-17T21:30:00,-81.00494074074075,29.11762222222222
Montgomery,AL,sphere,20 minutes,1999-01-15T13:00:00,-86.2398247156153,32.372222543950365
Lancaster,CA,light,20 minutes,1999-01-15T21:00:00,-118.16635122699384,34.71551165644171
Jacksonville,FL,light,20 mins.,1999-02-18T02:00:00,-81.6163728336584,30.266904680969628
Garland,TX,flash,20 minutes,1999-02-25T09:35:00,-96.62589799691834,32.9089969183359
Rockingham,NC,triangle,3 min,1999-04-20T20:00:00,-79.767,34.9302
Moultrie,GA,disk,15 MIN.,1999-05-01T11:30:00,-83.821836,31.184556
Oklahoma City,OK,flash,2 seconds,1999-05-03T18:00:00,-97.52630349693251,35.47186177914111
Burlington,WV,other,5 or 6 seconds,1999-06-03T13:30:00,-78.9197,39.3454
Las Vegas,NV,circle,45min.,1998-10-10T17:30:00,-115.18659190010855,36.14124586319218
Round Rock,TX,egg,15 seconds,1998-10-15T01:30:00,-97.66624923076922,30.540183846153845
Rocky Point,NC,sphere,5 minutes,1998-12-15T10:00:00,-77.9315,34.4347
Rancho Cordova,CA,unknown,5minutes,1999-01-01T23:59:00,-121.25160690690691,38.5948039039039
Orlando,FL,circle,1.5 min,1999-02-19T04:45:00,-81.35409597886704,28.51924669797476
Marshall,MO,light,5 seconds,1999-02-20T03:00:00,-93.1495,39.0866
Greenville,IL,fireball,1-2 sec,1999-05-01T22:00:00,-89.4443,38.8845
Tombstone,AZ,egg,20 minutes,1999-05-18T14:00:00,-110.0404,31.7186
Tombstone,AZ,egg,20 minutes,1999-05-18T14:00:00,-110.0404,31.7186
Greenville,IL,fireball,1-2 sec.,1999-06-01T22:30:00,-89.4443,38.8845
Medina,TX,light,20min,1999-06-05T23:30:00,-99.3632,29.8188
Charleston,SC,unknown,20 minutes,1998-04-10T17:00:00,-79.9688566101695,32.80388723163842
Austin,TX,sphere,10 seconds,1998-04-30T19:00:00,-97.76011171494488,30.30846944373237
Austin,TX,triangle,3-4 minutes,1998-06-22T04:30:00,-97.76011171494488,30.30846944373237
Lincoln,NE,light,3 minutes,1998-08-01T22:30:00,-96.67416752988048,40.80091454183267
Nags Head,NC,light,15 Minutes,1998-07-04T22:30:00,-75.5911,35.885
Anna,IL,light,10 seconds,1998-09-15T21:00:00,-89.1705,37.4444
Albany,NY,rectangle,5 min,1998-07-08T07:30:00,-73.77961926369863,42.66599931506849
El Monte,CA,circle,about 10 min.,1998-10-02T09:30:00,-118.0195038167939,34.07508015267176
Ashland,OH,fireball,2 sec,1999-09-13T01:01:00,-82.3149,40.8684
Claremont,CA,light,45 minutes,1999-09-13T04:00:00,-117.7198,34.0967
Selinsgrove,PA,unknown,3 - 5 seconds,1999-09-13T04:25:00,-76.8812,40.8165
Newburyport,MA,oval,5 min.,1999-09-13T04:30:00,-70.886,42.8135
Wilmington,MA,other,2 and 1/2 hours,1999-09-13T11:30:00,-71.1745,42.5653
Bellingham,WA,oval,1min 30 sec,1999-09-13T20:30:00,-122.44462006578948,48.74688634868421
Federal Way,WA,cylinder,30 seconds,1999-09-14T16:30:00,-122.34290074257426,47.30653737623763
Center Moriches,NY,light,7 sec,1999-09-14T20:00:00,-72.7898,40.8004
Laurel,MD,circle,3 minutes,1999-09-14T06:00:00,-76.8572925170068,39.10098684807256
Saint Joseph,MI,light,30 sec,1999-09-13T22:05:00,-86.4563,42.0569
Gresham,OR,changing,25 minutes,1999-09-14T19:07:00,-122.40389111111112,45.49032888888889
Tulsa,OK,flash,1 second,1999-09-13T23:10:00,-95.93524541768043,36.10945587996756
Vancouver,WA,diamond,1 minute,1999-09-14T22:00:00,-122.58490839694656,45.65808015267176
Bryan,TX,triangle,10 to 15 sec,1999-09-14T21:45:00,-96.35819182692308,30.688740865384617
Hot Springs,AR,unknown,3-5sec,1999-08-25T05:32:00,-93.03055566037736,34.450566037735854
Santa Cruz,CA,sphere,7 minutes,1999-08-25T21:30:00,-122.04450858895706,37.011256646216765
Great Falls,MT,light,30 seconds,1999-08-26T21:20:00,-111.33172786885244,47.46981803278688
Port Angeles,WA,fireball,2 seconds,1999-08-27T00:15:00,-123.39789600000002,48.00258533333333
Southfield,MI,light,50 seconds,1999-08-27T20:58:00,-83.25089888517279,42.47400022296544
Southfield,MI,light,1 minute,1999-08-27T20:58:00,-83.25089888517279,42.47400022296544
Wichita,KS,cigar,5-8 min,1999-08-28T20:00:00,-97.32954010327022,37.696397848537
Oshkosh,WI,sphere,00:01,1999-08-29T15:00:00,-88.55902634408604,44.01753440860215
Temple City,CA,light,15 minutes,1999-08-29T20:35:00,-118.051,34.1031
Temple City,CA,light,15 MINUTES,1999-08-29T20:35:00,-118.051,34.1031
Lumberport,WV,light,current,1999-08-31T01:00:00,-80.3966,39.395
Elko,NV,light,2 to 3 minutes long,1999-08-31T20:30:00,-115.78832935779818,40.94276697247706
Elko,NV,light,1 minutemaybe 2,1999-08-31T20:30:00,-115.78832935779818,40.94276697247706
Boise,ID,disk,2 seconds,1998-11-22T18:30:00,-116.24467802303263,43.61444520153551
Sycamore,IL,triangle,5 sec.,1998-11-23T19:00:00,-88.6671,42.0106
Battle Ground,WA,light,15 seconds,1998-11-23T20:30:00,-122.4816,45.8081
Sandpoint,ID,light,30min,1998-11-24T01:30:00,-116.4536,48.3432
Alton Bay,NH,light,10 minutes,1998-11-24T05:00:00,-71.2751,43.4993
Calhoun,GA,unknown,30-45 sec.,1998-11-24T05:05:00,-84.91442702702702,34.494972972972974
Mechanicsburg,PA,light,30 min.+,1998-11-24T22:30:00,-77.01150735294118,40.2176919117647
Gulf Shores,AL,flash,3 minutes,1998-11-25T21:24:00,-87.68415,30.250995
Springtown,PA,light,30 Seconds,1998-11-25T21:30:00,-75.2893,40.5565
Hoffman Estates,IL,unknown,3 seconds,1998-11-26T20:30:00,-88.09542342857144,42.04676285714286
Manistee,MI,fireball,seconds,1998-11-27T05:00:00,-86.20064615384617,44.20863461538462
Charleston,WV,fireball,2mins,1998-11-27T15:35:00,-81.64009134396356,38.35609589977221
Battle Ground,WA,circle,5 sec,1999-10-03T21:40:00,-122.4816,45.8081
Beaverton,OR,fireball,approx.1 sec.,1999-10-03T21:44:00,-122.8374352,45.4835597
Salem,OR,flash,2 seconds,1999-10-03T21:45:00,-123.00423516160626,44.9412471106758
Wilsonville,OR,fireball,1-3 seconds,1999-10-03T21:55:00,-122.7799,45.3084
Seattle,WA,teardrop,10 secs.,1999-10-03T21:45:00,-122.3260283459596,47.60904638888889
Trail,OR,fireball,seconds,1999-10-03T22:00:00,-122.7388,42.7294
Tacoma,WA,fireball,1-2 seconds,1999-10-03T22:40:00,-122.4597204895105,47.21257223776224
Trail,OR,fireball,seconds,1999-10-03T22:15:00,-122.7388,42.7294
Broomfield,CO,unknown,2-3 seconds,1999-10-04T02:00:00,-105.0857399691358,39.91341157407408
Rochester,MN,light,2+ hours,1999-10-04T03:00:00,-92.48710817307692,44.03461346153846
Mount Vernon,WA,fireball,10 min +,1999-10-04T10:05:00,-122.27763815028902,48.40760578034681
Gillette,WY,other,10-15 sec.,1999-10-04T17:25:00,-105.62221004784688,44.344863157894736
Houston,TX,egg,19:54,1999-10-04T19:51:00,-95.4512204483632,29.777493696651344
Carthage,TX,triangle,2hr,1999-10-26T04:30:00,-94.3195,32.1193
Cookstown,NJ,cylinder,30 min,1999-10-26T06:00:00,-74.557,40.0491
Concord,NC,other,approx 2 min,1999-10-26T07:05:00,-80.62708465753425,35.403269041095896
Oshkosh,WI,cylinder,7 seconds,1999-10-26T14:45:00,-88.55902634408604,44.01753440860215
Charlotte,NC,light,5-10 min,1999-10-26T18:00:00,-80.82639156166476,35.20580084001527
Moravia,NY,flash,1.5 hours,1999-10-26T19:10:00,-76.40600000000002,42.7484
Tacoma,WA,triangle,15 seconds?,1999-10-26T19:30:00,-122.4597204895105,47.21257223776224
Petal,MS,triangle,3 mins,1999-10-26T23:12:00,-89.177,31.3249
Laurel,MS,oval,3min.,1999-10-26T23:13:00,-89.11289705882352,31.69650882352941
Kansas City,MO,circle,15 minutes,1999-10-27T16:45:00,-94.56447929264118,39.100835139760406
Knoxville,TN,unknown,40 sec.,1999-10-27T23:55:00,-83.98011528822055,35.96156134085213
Canfield,OH,light,ongoing,1999-10-28T01:40:00,-80.7609,41.0251
Louisville,KY,sphere,5 minutes,1998-11-25T17:30:00,-85.68918456444217,38.21121446765155
Easton,PA,cigar,5 min.,1998-12-15T19:30:00,-75.2432762295082,40.68146598360656
Liberty,MO,disk,10minutes,1999-04-04T22:00:00,-94.38921904761904,39.269108333333335
Kansas City,MO,cylinder,20 Minutes,1999-10-21T11:55:00,-94.56447929264118,39.100835139760406
Addison,IL,disk,10 minutes,1999-10-11T22:30:00,-88.009,41.931
Augusta,KS,light,10 mins,1999-10-11T21:30:00,-96.9572,37.6663
Lewistown,MO,light,3 min,1999-10-15T06:01:00,-91.7447,40.1165
Austin,TX,other,3Mins,1999-10-07T04:00:00,-97.76011171494488,30.30846944373237
Tucson,AZ,fireball,10 sec,1999-10-27T23:00:00,-110.92754232690936,32.259940756602425
Bailey,CO,circle,5 minutes,1998-06-06T00:30:00,-105.5522,39.4526
Canton,MI,fireball,1-2 minutes,1998-07-20T22:00:00,-83.4868319488818,42.30922619808307
East Machias,ME,light,1 minute,1998-08-05T21:00:00,-67.4273,44.7791
Albany,OR,cone,45 seconds,1998-08-06T21:45:00,-123.06774307692308,44.63083692307693
Lenoir City,TN,other,1 minute,1998-08-07T19:00:00,-84.27862394366197,35.82429295774648
San Leandro,CA,chevron,hovering,1998-08-08T20:00:00,-122.14882323529412,37.711332647058825
Grayling,MI,sphere,30min.,1998-08-09T00:00:00,-84.6717,44.7143
Lompoc,CA,circle,40,1998-08-09T23:20:00,-120.40598801843318,34.61353917050691
Georgetown,TX,changing,2 Minutes,1998-08-10T23:30:00,-97.6751198198198,30.65738063063063
Canby,OR,unknown,unknown,1998-08-11T00:00:00,-122.6667,45.216
Mandan,ND,disk,30+ min.,1998-08-11T00:15:00,-100.8975,46.7582
Hydes,MD,changing,20min.,1976-05-15T19:00:00,-76.4635,39.4774
Stone Mountain,GA,triangle,20 minutes,1979-08-25T22:00:00,-84.170558,33.78827457142857
Van Nuys,CA,disk,20 min,1982-10-15T14:00:00,-118.4612622881356,34.18714851694915
Santa Margarita,CA,other,2 !/2  min.,1985-10-01T21:30:00,-120.273,35.3112
Hibbing,MN,circle,15 min.,1987-04-21T22:30:00,-92.9669,47.408
Gettysburg,PA,unknown,14-15 minutes,1987-06-21T23:00:00,-77.2311,39.8309
Plymouth,WI,circle,1 min,1998-06-25T13:00:00,-88.0161,43.7685
Angola,NY,formation,5-10 min,1998-07-12T22:00:00,-79.0278,42.6326
Reno,NV,light,15minutes,1998-08-19T21:45:00,-119.8174511061947,39.50650741150443
Centreville,VA,sphere,night,1998-08-20T23:30:00,-77.46703165829146,38.8439
Mokena,IL,disk,30 seconds,1998-09-17T21:35:00,-87.8898,41.533
Everett,WA,unknown,1 hour,1998-09-28T16:00:00,-122.21939985734664,47.92466490727532
Miami,FL,light,1 hour,1998-10-07T02:30:00,-80.28951850011829,25.7741427135084
Los Alamos,NM,unknown,20 minutes,1998-10-29T18:45:00,-106.3089422222222,35.84461111111111
Mesa,AZ,fireball,10 minutes,1998-11-03T21:00:00,-111.772797322253,33.42126454293629
Little Rock,AR,circle,15seconds,1998-11-17T19:50:00,-92.3631923627685,34.737536276849646
Orange,CA,fireball,< 1 second,1998-12-06T23:58:00,-117.8263324825986,33.805629234338745
Bangor,ME,light,Until I gave up looking a,1998-12-12T02:30:00,-68.83885806451613,44.86216021505377
Saratoga Springs,NY,sphere,two minutes,1998-12-15T17:00:00,-73.7517,43.0535
Blacksburg,SC,light,2 hours,1972-01-18T21:00:00,-81.482,35.101
Rochester,NY,sphere,20 minutes,1973-07-15T16:30:00,-77.61785896384644,43.1550415206858
Saint Croix Falls,WI,diamond,Ten Minutes,1973-07-24T05:32:00,-92.6208,45.5044
Van Nuys,CA,teardrop,4 minutes,1974-11-15T23:30:00,-118.4612622881356,34.18714851694915
Rochester,NY,flash,10 seconds,1975-05-25T23:00:00,-77.61785896384644,43.1550415206858
Belzoni,MS,light,15-20 min.,1976-09-01T22:30:00,-90.4651,33.1961
Pine City,MN,oval,2 hours,1976-07-15T22:00:00,-92.90770000000002,45.8427
Pompano Beach,FL,triangle,30 sec,1981-03-25T19:30:00,-80.18338936017254,26.2595702372394
Greensboro,NC,sphere,10 minutes +/-,1982-06-10T21:30:00,-79.81581387940841,36.0769630261661
Mount Kisco,NY,triangle,10 Minutes,1983-08-01T21:00:00,-73.7164,41.1995
Trona,CA,disk,5 minutes,1981-08-31T19:30:00,-117.3672,35.7339
Sarona,WI,circle,Approx. 10 min.,1982-06-15T21:00:00,-91.7644,45.7193
Juneau,AK,circle,2 hours,1985-09-05T01:30:00,-134.71346206896553,58.53633908045977
Medford,OR,unknown,5 min,1979-03-01T04:00:00,-122.84606678200691,42.315149480968856
Brandon,FL,light,5mins,1988-02-25T21:00:00,-82.30077871720117,27.91174344023324
Washington,UT,unknown,3 Minutes,1995-06-15T02:00:00,-113.485,37.2262
Bothell,WA,triangle,45 minutes,1996-08-28T20:15:00,-122.1998718799368,47.81147361769352
Stacy,MN,unknown,1 to 2 min.,1997-02-08T18:00:00,-93.0302,45.4067
Fairhope,AL,circle,1 minute,1997-04-05T14:00:00,-87.86632083333332,30.4804
Las Vegas,NV,rectangle,15 sec,1997-04-08T20:00:00,-115.18659190010855,36.14124586319218
Reno,NV,other,4 to 5 minutes,1997-04-19T01:30:00,-119.8174511061947,39.50650741150443
Arcadia,FL,light,3 minutes,1997-05-23T04:00:00,-81.87071363636363,27.18831363636364
Simi Valley,CA,other,2 minutes,1999-02-19T21:20:00,-118.76270987124464,34.26942403433477
Marysville,WA,light,3-4 minutes,1999-02-19T21:00:00,-122.20199054054054,48.06684121621622
Elk Grove,CA,teardrop,60 seconds,1999-02-20T07:45:00,-121.3718591065292,38.39446941580756
San Jose,CA,unknown,10 Seconds,1999-02-20T20:20:00,-121.88970568836406,37.3388420218894
Hope Valley,RI,triangle,10 minutes,1999-02-20T23:40:00,-71.7162,41.50759999999999
Auburn,MA,light,several minutes,1999-02-21T00:00:00,-71.84630000000001,42.1955
Denver,CO,light,10-15 minutes,1999-02-21T14:00:00,-104.95934593826682,39.74512637220715
New York,NY,light,~45 min,1999-02-22T19:00:00,-73.98772448166518,40.74430706561509
Point Marion,PA,light,15 Minutes,1999-02-22T20:00:00,-79.9022,39.7572
Pasco,WA,light,7-10 min.,1999-06-08T22:30:00,-118.9094880733945,46.41000733944954
Mecosta,MI,sphere,4 minutes,1999-06-12T22:30:00,-85.2544,43.6205
Heyworth,IL,circle,1/2sec.,1999-06-15T00:05:00,-88.9686,40.3278
Portland,OR,cigar,5 mins.,1999-06-18T14:00:00,-122.66520380380382,45.51052971304638
Reston,VA,sphere,2 seconds,1999-06-22T22:33:00,-77.34533272900764,38.93909303435114
Plano,TX,unknown,35min+,1999-07-02T00:05:00,-96.74114607190413,33.04812150466045
Greenwood,IN,disk,3 seconds,1999-07-02T21:30:00,-86.12685167286246,39.61481635687732
Meadville,PA,light,10 seconds,1999-07-02T23:25:00,-80.1731658119658,41.64661196581197
Little Rock,AR,light,1 min,1999-07-04T21:50:00,-92.3631923627685,34.737536276849646
Yakima,WA,sphere,10-12 min.,1999-07-06T14:30:00,-120.56871761517615,46.632617886178856
Lisbon,OH,light,20 minutes,1999-07-07T11:23:00,-80.7546,40.7442
Woods Hole,MA,disk,?,1999-07-07T12:30:00,-70.6535,41.5281
Salem,OR,changing,8hrs,1999-07-08T22:21:00,-123.00423516160626,44.9412471106758
Albuquerque,NM,light,30 minutes,1999-06-10T22:30:00,-106.61247515723272,35.10348122192273
North Freedom,WI,light,2 min.,1999-06-22T23:30:00,-89.8762,43.4002
San Diego,CA,circle,3 minuites,1999-06-23T19:00:00,-117.14026773074254,32.78722907702984
Grants Pass,OR,circle,20 min,1999-06-23T11:35:00,-123.37069254658388,42.46357701863354
South Royalton,VT,circle,3 hrs.,1999-06-24T00:00:00,-72.5255,43.7577
Greenville,IL,fireball,5 sec,1999-07-01T23:00:00,-89.4443,38.8845
Chicago,IL,cigar,5-10 minutes,1999-07-05T15:00:00,-87.66801795521089,41.8799124159215
Rochester,WA,egg,10 secs,1999-07-06T11:15:00,-123.1412,46.8045
Charlotte,NC,changing,3 minutes,1999-07-07T21:00:00,-80.82639156166476,35.20580084001527
Santa Cruz,CA,circle,5+mins.,1999-07-12T01:10:00,-122.04450858895706,37.011256646216765
Marietta,OH,cigar,30-45 sec.,1999-07-23T22:30:00,-81.3466,39.4411
Wheaton,IL,other,2 hours,1999-07-23T01:30:00,-88.11430594059405,41.85879405940594
Dana Point,CA,fireball,At least 10 seconds,1998-10-05T20:00:00,-117.70640000000002,33.4782
Sonora,CA,light,45 seconds,1998-10-08T22:33:00,-120.39,37.984300000000005
Phoenix,AZ,fireball,10 to 15 sec,1998-10-10T03:30:00,-112.04946,33.535380550607286
Cave Creek,AZ,light,20 min,1998-10-23T16:30:00,-111.93339777777778,33.80705999999999
Apple Valley,CA,sphere,7-8 seconds,1998-10-17T15:00:00,-117.17310051546391,34.53761649484536
Caledon,ON,light,3 minutes,1998-11-02T05:53:00,-79.90456521739131,43.87004782608696
Aurora,CO,unknown,5 min,1998-11-03T14:30:00,-104.7929670781893,39.68000198902607
Chicago,IL,sphere,about an hour,1998-11-10T00:00:00,-87.66801795521089,41.8799124159215
Akron,OH,fireball,90 seconds,1998-11-11T19:45:00,-81.55790462427746,41.09643776493257
Windsor,VA,light,40 seconds,1998-11-15T01:30:00,-76.7104,36.8484
Wheat Ridge,CO,diamond,8 SEC,1998-11-15T20:30:00,-105.1027505263158,39.77451894736843
Alva,OK,triangle,2 minutes,1998-11-17T01:30:00,-98.858,36.7747
Port Charlotte,FL,fireball,two minutes,1998-11-17T17:35:00,-82.11690661157024,26.98100661157025
Mukilteo,WA,circle,3 seconds,1999-09-14T22:29:00,-122.3042,47.913
Nampa,ID,unknown,45 Seconds,1999-09-15T20:00:00,-116.56197605633804,43.56891901408451
Pomona,CA,light,2min,1999-09-15T20:15:00,-117.757725,34.059722826086954
Rushville,IL,fireball,20 seconds,1999-09-15T20:50:00,-90.5655,40.1241
Rushville,IL,light,45 minutes,1999-09-15T21:05:00,-90.5655,40.1241
Nampa,ID,triangle,2-3 minutes,1999-09-15T21:36:00,-116.56197605633804,43.56891901408451
Cedar Rapids,IA,unknown,15 minutes,1999-09-15T23:30:00,-91.6758648556876,41.977694906621394
Elgin,TX,disk,5 minutes,1999-09-16T03:00:00,-97.3446,30.3368
Honolulu,HI,circle,5 min,1999-09-17T19:27:00,-157.84012865716429,21.32260015003751
Anacoco,LA,disk,40 minutes,1999-09-17T20:50:00,-93.3729,31.215
Boring,OR,circle,about  3 minutes,1999-09-17T20:11:00,-122.3727,45.4243
Canby,OR,circle,5 min.,1999-09-17T21:05:00,-122.6667,45.216
Madison,NC,circle,ONCE,1999-08-31T21:10:00,-79.968,36.3702
Coral Gables,FL,circle,7 minutes,1999-08-31T21:30:00,-80.27092034482759,25.745045862068963
Matthews,NC,chevron,10 minutes,1999-08-31T23:30:00,-80.70260068493151,35.09774178082192
Wadsworth,OH,light,30-45 seconds,1999-09-01T04:30:00,-81.7451,41.0621
Lakewood,CO,rectangle,19:44,1999-09-01T19:40:00,-105.0814,39.7047
Mexico,MO,unknown,45 sec,1999-09-01T19:40:00,-91.8829,39.1698
Medford,OR,changing,a few minutes,1999-09-01T21:00:00,-122.84606678200691,42.315149480968856
Portland,OR,other,15 min space between 2 ev,1999-09-01T21:10:00,-122.66520380380382,45.51052971304638
Florence,OR,fireball,15 seconds,1999-09-01T21:25:00,-124.00230000000002,44.1213
Auburn,CA,fireball,2 minutes,1999-09-01T21:30:00,-121.07951621621622,38.94946756756757
Chico,CA,fireball,20 seconds?,1999-09-01T21:30:00,-121.82759634146342,39.77638902439024
Portland,OR,unknown,1-2 minutes,1999-09-01T21:30:00,-122.66520380380382,45.51052971304638
Alturas,CA,formation,20 seconds,1999-09-01T21:30:00,-120.534,41.4384
Southbury,CT,triangle,~30 mins,1998-11-27T18:30:00,-73.2406,41.4675
Springfield,MO,light,8 to 10 seconds,1998-11-27T20:30:00,-93.30922288828336,37.19880653950953
Katy,TX,fireball,4 seconds,1998-11-27T21:30:00,-95.78561259640104,29.775480377035134
Salt Lake City,UT,triangle,5,1998-11-28T16:30:00,-111.88213884685624,40.704464857813726
Long Beach,CA,triangle,30 Sec.,1998-11-28T16:45:00,-118.17310534232364,33.79002328838174
Dunkirk,MD,other,1 min,1998-11-28T17:30:00,-76.6468,38.7363
Barto,PA,fireball,5 sec.,1998-11-28T20:42:00,-75.5975,40.403
Douglasville,GA,circle,1 to 2 hours,1998-11-28T21:00:00,-84.74740103092783,33.7076443298969
Hampstead,NC,fireball,18seconds,1998-11-29T01:50:00,-77.6691,34.4568
West Memphis,AR,triangle,10 seconds,1998-11-29T19:55:00,-90.15471451612903,35.13888709677419
Huachuca City,AZ,circle,30 sec,1998-11-30T05:32:00,-110.3172,31.7381
Phoenix,AZ,light,10 min.,1998-11-30T21:45:00,-112.04946,33.535380550607286
Tampa,FL,circle,4 minutes +,1999-10-05T08:25:00,-82.47646101351351,28.006814358108112
Chesapeake,VA,other,30 seconds,1999-10-05T21:00:00,-76.28183086172345,36.75204769539078
Houston,TX,chevron,1-2 minutes,1999-10-05T21:00:00,-95.4512204483632,29.777493696651344
Tucson,AZ,triangle,< 5 seconds,1999-10-05T21:15:00,-110.92754232690936,32.259940756602425
Wichita,KS,light,10-15 seconds,1999-10-06T19:32:00,-97.32954010327022,37.696397848537
St. Petersburg,FL,unknown,10 to 15 mins.,1999-10-06T20:00:00,-82.67515963391138,27.79451493256262
Conestoga,PA,light,10 minutes,1999-10-06T23:10:00,-76.3384,39.9261
Goose Creek,SC,disk,20 minutes,1999-10-07T06:45:00,-80.0057,32.9878
